sale_date,store_id,sales_channel,total_transactions,total_units_sold,total_revenue,total_gross_profit,avg_order_value
2026-02-04,STR-113,Online,1,3,17832.53,2084.09,17832.53
2026-02-05,STR-100,In-Store,1,4,43719.27,15463.55,43719.27
2026-02-05,STR-102,Mobile App,1,2,36064.7,6588.94,36064.7
2026-02-05,STR-103,In-Store,2,5,43085.72,6641.92,21542.86
2026-02-05,STR-103,Mobile App,1,4,7810.86,2567.14,7810.86
2026-02-05,STR-104,In-Store,1,4,82535.96,21858.76,82535.96
2026-02-05,STR-104,Online,1,5,59124.2,22935.0,59124.2
2026-02-05,STR-105,Mobile App,1,3,33700.79,11987.27,33700.79
2026-02-05,STR-106,In-Store,1,1,10968.62,1146.62,10968.62
2026-02-05,STR-106,Mobile App,1,4,25303.82,7265.06,25303.82
2026-02-05,STR-107,In-Store,1,2,37213.3,3548.72,37213.3
2026-02-05,STR-107,Mobile App,1,5,10214.3,4223.05,10214.3
2026-02-05,STR-108,In-Store,1,5,103450.57,25915.82,103450.57
2026-02-05,STR-109,In-Store,2,3,12974.88,2512.93,6487.44
2026-02-05,STR-110,In-Store,1,3,71605.32,17797.77,71605.32
2026-02-05,STR-112,Mobile App,2,10,109432.81,23609.71,54716.4
2026-02-05,STR-113,Online,3,5,58219.09,13664.35,19406.36
2026-02-06,STR-101,In-Store,1,3,57026.0,14778.44,57026.0
2026-02-06,STR-102,Mobile App,1,2,13157.33,2979.29,13157.33
2026-02-06,STR-103,Online,1,5,92716.4,27291.9,92716.4
2026-02-06,STR-104,Mobile App,1,5,88020.55,32720.95,88020.55
2026-02-06,STR-104,Online,1,2,11986.02,2966.64,11986.02
2026-02-06,STR-105,In-Store,1,1,8431.44,1129.95,8431.44
2026-02-06,STR-107,In-Store,1,4,90700.07,18956.67,90700.07
2026-02-06,STR-108,Online,1,2,35077.78,4739.18,35077.78
2026-02-06,STR-109,Online,2,8,152820.84,34098.0,76410.42
2026-02-06,STR-110,Mobile App,1,1,19260.73,4706.95,19260.73
2026-02-06,STR-111,Mobile App,1,1,21120.74,7038.22,21120.74
2026-02-06,STR-111,Online,1,5,8152.44,940.49,8152.44
2026-02-06,STR-112,Online,1,2,17388.47,6044.31,17388.47
2026-02-06,STR-114,Online,1,2,17223.84,5775.98,17223.84
2026-02-07,STR-100,In-Store,1,3,29337.93,8146.14,29337.93
2026-02-07,STR-101,In-Store,1,2,32439.12,3331.56,32439.12
2026-02-07,STR-102,Online,1,4,79302.82,13985.22,79302.82
2026-02-07,STR-103,Online,1,5,59124.2,22935.0,59124.2
2026-02-07,STR-104,Mobile App,2,2,18496.94,3288.54,9248.47
2026-02-07,STR-104,Online,1,1,6988.83,2748.54,6988.83
2026-02-07,STR-105,Mobile App,1,2,16422.44,5078.28,16422.44
2026-02-07,STR-106,In-Store,1,5,101431.98,27742.58,101431.98
2026-02-07,STR-108,Mobile App,1,5,116291.55,32130.1,116291.55
2026-02-07,STR-109,In-Store,1,1,9368.27,2066.78,9368.27
2026-02-07,STR-109,Online,1,5,9111.54,1899.59,9111.54
2026-02-07,STR-111,In-Store,2,4,62316.63,15193.03,31158.32
2026-02-07,STR-113,In-Store,2,9,124828.76,21307.55,62414.38
2026-02-07,STR-114,Mobile App,2,6,73733.18,20782.08,36866.59
2026-02-08,STR-100,In-Store,1,5,23446.17,8701.17,23446.17
2026-02-08,STR-102,Mobile App,1,1,22028.56,5699.16,22028.56
2026-02-08,STR-102,Online,1,4,7210.35,763.27,7210.35
2026-02-08,STR-104,Online,1,4,63488.24,17003.52,63488.24
2026-02-08,STR-108,In-Store,1,1,9204.06,2140.13,9204.06
2026-02-08,STR-109,In-Store,2,9,136114.66,36651.48,68057.33
2026-02-08,STR-109,Online,1,1,14083.29,3023.37,14083.29
2026-02-08,STR-112,Online,1,1,19779.23,5366.22,19779.23
2026-02-08,STR-113,Mobile App,1,3,8241.96,1939.32,8241.96
2026-02-08,STR-114,In-Store,1,2,12398.84,3862.68,12398.84
2026-02-09,STR-100,Mobile App,1,2,34403.18,11232.52,34403.18
2026-02-09,STR-100,Online,1,4,24971.15,5980.47,24971.15
2026-02-09,STR-101,In-Store,1,5,78808.94,13384.44,78808.94
2026-02-09,STR-105,In-Store,1,4,53879.98,20515.7,53879.98
2026-02-09,STR-110,In-Store,1,3,23889.09,1984.62,23889.09
2026-02-09,STR-111,Mobile App,3,10,65416.6,23132.14,21805.53
2026-02-09,STR-113,In-Store,1,1,15173.74,5122.97,15173.74
2026-02-09,STR-113,Mobile App,1,3,7315.06,904.27,7315.06
2026-02-09,STR-113,Online,1,3,17832.53,2084.09,17832.53
2026-02-09,STR-114,In-Store,1,3,42249.86,9070.1,42249.86
2026-02-09,STR-114,Online,1,2,25443.32,8761.18,25443.32
2026-02-10,STR-100,Mobile App,1,4,20550.82,5370.1,20550.82
2026-02-10,STR-100,Online,1,1,10929.82,3865.89,10929.82
2026-02-10,STR-101,Online,1,1,6993.15,1743.67,6993.15
2026-02-10,STR-102,In-Store,1,2,38017.33,9852.29,38017.33
2026-02-10,STR-102,Mobile App,1,1,8733.5,1495.09,8733.5
2026-02-10,STR-106,Mobile App,1,2,39651.41,6992.61,39651.41
2026-02-10,STR-107,In-Store,1,5,29720.89,3473.49,29720.89
2026-02-10,STR-107,Online,2,6,121302.79,37652.41,60651.4
2026-02-10,STR-108,Mobile App,1,4,86226.05,26115.29,86226.05
2026-02-10,STR-110,Online,1,1,19260.73,4706.95,19260.73
2026-02-10,STR-111,Mobile App,1,4,57139.42,10654.7,57139.42
2026-02-10,STR-112,In-Store,1,2,21937.23,2293.23,21937.23
2026-02-10,STR-113,Online,1,1,9663.93,840.01,9663.93
2026-02-10,STR-114,Online,1,5,84482.96,14070.36,84482.96
2026-02-11,STR-105,Online,1,3,38693.04,8540.73,38693.04
2026-02-11,STR-106,Mobile App,1,2,26849.47,10392.13,26849.47
2026-02-11,STR-107,Mobile App,1,3,5858.15,1925.36,5858.15
2026-02-11,STR-108,In-Store,1,2,2223.58,859.96,2223.58
2026-02-11,STR-108,Online,1,4,59665.48,26750.8,59665.48
2026-02-11,STR-109,In-Store,2,8,132895.8,36448.46,66447.9
2026-02-11,STR-111,Mobile App,1,3,57782.18,14120.84,57782.18
2026-02-11,STR-111,Online,1,5,48301.3,19940.9,48301.3
2026-02-11,STR-112,In-Store,1,1,21556.51,6528.82,21556.51
2026-02-11,STR-113,Mobile App,1,2,21937.23,2293.23,21937.23
2026-02-11,STR-114,Online,1,1,19602.29,4432.99,19602.29
2026-02-12,STR-101,In-Store,1,1,22028.56,5699.16,22028.56
2026-02-12,STR-101,Mobile App,1,4,44527.56,12360.36,44527.56
2026-02-12,STR-104,Mobile App,1,4,19838.14,2765.82,19838.14
2026-02-12,STR-105,In-Store,1,4,7210.35,763.27,7210.35
2026-02-12,STR-105,Online,1,5,107407.98,17728.73,107407.98
2026-02-12,STR-106,Mobile App,1,1,5591.06,1350.77,5591.06
2026-02-12,STR-107,Mobile App,1,3,53857.89,11610.33,53857.89
2026-02-12,STR-108,In-Store,1,1,19167.84,6387.36,19167.84
2026-02-12,STR-108,Online,1,5,48301.3,19940.9,48301.3
2026-02-12,STR-109,In-Store,1,2,29669.25,3499.45,29669.25
2026-02-12,STR-110,In-Store,2,5,24762.63,7119.66,12381.32
2026-02-12,STR-110,Mobile App,1,4,72837.79,21715.87,72837.79
2026-02-12,STR-111,Online,1,3,4962.48,1520.76,4962.48
2026-02-12,STR-112,In-Store,1,5,29702.53,8501.08,29702.53
2026-02-12,STR-113,In-Store,1,3,34962.46,5496.46,34962.46
2026-02-13,STR-102,In-Store,1,1,10051.11,2813.27,10051.11
2026-02-13,STR-102,Mobile App,1,4,52100.93,12812.93,52100.93
2026-02-13,STR-103,In-Store,1,4,58485.41,12144.09,58485.41
2026-02-13,STR-103,Online,3,6,51685.8,8757.29,17228.6
2026-02-13,STR-105,In-Store,2,6,27070.34,7814.7,13535.17
2026-02-13,STR-105,Online,1,3,13700.54,2315.0,13700.54
2026-02-13,STR-106,Online,1,1,8899.86,1598.37,8899.86
2026-02-13,STR-108,Online,1,3,48658.68,4997.34,48658.68
2026-02-13,STR-109,Mobile App,2,5,78967.55,27580.18,39483.78
2026-02-13,STR-110,In-Store,1,4,19838.14,2765.82,19838.14
2026-02-13,STR-110,Online,1,5,56657.83,11090.48,56657.83
2026-02-13,STR-113,Online,1,2,29363.64,3666.8,29363.64
2026-02-14,STR-101,Mobile App,1,1,2438.35,301.42,2438.35
2026-02-14,STR-101,Online,1,5,27115.66,8139.76,27115.66
2026-02-14,STR-104,In-Store,2,3,46257.38,16091.26,23128.69
2026-02-14,STR-107,Mobile App,1,2,49275.82,12480.42,49275.82
2026-02-14,STR-109,In-Store,1,1,1918.22,475.83,1918.22
2026-02-14,STR-109,Mobile App,1,4,79302.82,13985.22,79302.82
2026-02-14,STR-110,In-Store,1,5,92852.96,17006.46,92852.96
2026-02-14,STR-110,Online,1,3,47531.1,14351.34,47531.1
2026-02-14,STR-111,Mobile App,1,4,22364.26,5403.1,22364.26
2026-02-14,STR-112,In-Store,1,5,110870.6,18882.1,110870.6
2026-02-14,STR-112,Mobile App,1,3,44045.46,5500.2,44045.46
2026-02-14,STR-113,In-Store,1,4,23776.71,2778.79,23776.71
2026-02-14,STR-113,Online,1,5,22143.61,7398.61,22143.61
2026-02-14,STR-114,Mobile App,1,2,21743.84,4096.0,21743.84
2026-02-14,STR-114,Online,1,2,4135.4,1840.92,4135.4
2026-02-15,STR-100,Online,2,6,104157.83,23656.59,52078.91
2026-02-15,STR-101,Mobile App,1,1,18543.28,5458.38,18543.28
2026-02-15,STR-102,In-Store,1,1,19167.84,6387.36,19167.84
2026-02-15,STR-103,In-Store,1,1,17140.09,4306.59,17140.09
2026-02-15,STR-103,Mobile App,1,4,18756.94,6960.94,18756.94
2026-02-15,STR-104,In-Store,1,5,67123.67,25980.32,67123.67
2026-02-15,STR-104,Mobile App,1,2,31687.4,9567.56,31687.4
2026-02-15,STR-106,Mobile App,1,4,79116.91,21464.87,79116.91
2026-02-15,STR-110,In-Store,1,3,62460.72,19221.69,62460.72
2026-02-15,STR-110,Online,1,4,70039.59,15653.07,70039.59
2026-02-15,STR-111,Mobile App,2,5,55404.4,15014.25,27702.2
2026-02-16,STR-101,Online,1,5,8221.96,1667.31,8221.96
2026-02-16,STR-105,Mobile App,1,3,60823.35,17162.01,60823.35
2026-02-16,STR-106,In-Store,1,1,12590.63,3477.16,12590.63
2026-02-16,STR-109,Online,1,1,2915.78,512.76,2915.78
2026-02-16,STR-110,In-Store,1,1,8899.86,1598.37,8899.86
2026-02-16,STR-111,Mobile App,1,5,39815.15,3307.7,39815.15
2026-02-16,STR-112,Online,1,3,38164.98,13141.77,38164.98
2026-02-16,STR-113,In-Store,1,5,76679.35,12511.85,76679.35
2026-02-16,STR-113,Online,1,5,78808.94,13384.44,78808.94
2026-02-16,STR-114,In-Store,2,6,22890.89,6848.87,11445.44
2026-02-16,STR-114,Mobile App,1,5,110870.6,18882.1,110870.6
2026-02-17,STR-100,In-Store,1,5,9139.12,3147.87,9139.12
2026-02-17,STR-102,Online,1,4,9179.68,631.96,9179.68
2026-02-17,STR-103,Mobile App,1,3,61901.97,16394.07,61901.97
2026-02-17,STR-103,Online,1,4,45903.66,10607.98,45903.66
2026-02-17,STR-104,Mobile App,1,2,5494.64,1292.88,5494.64
2026-02-17,STR-105,In-Store,1,1,15666.75,2070.12,15666.75
2026-02-17,STR-105,Online,1,2,15926.06,1323.08,15926.06
2026-02-17,STR-106,Online,1,5,98847.82,14686.37,98847.82
2026-02-17,STR-107,In-Store,1,5,92157.35,24174.2,92157.35
2026-02-17,STR-107,Online,1,1,19473.05,3966.1,19473.05
2026-02-17,STR-108,In-Store,2,4,25744.17,6546.75,12872.08
2026-02-17,STR-111,Mobile App,1,1,1696.55,84.78,1696.55
2026-02-17,STR-113,In-Store,1,5,4725.11,1316.06,4725.11
2026-02-17,STR-113,Online,1,5,113375.09,23695.84,113375.09
2026-02-18,STR-101,Online,1,1,3070.53,969.65,3070.53
2026-02-18,STR-102,In-Store,2,6,17964.97,6556.69,8982.48
2026-02-18,STR-103,In-Store,1,5,70852.76,29709.41,70852.76
2026-02-18,STR-103,Online,1,4,41098.84,12145.2,41098.84
2026-02-18,STR-104,Mobile App,1,1,12590.63,3477.16,12590.63
2026-02-18,STR-105,In-Store,1,1,2067.7,920.46,2067.7
2026-02-18,STR-105,Mobile App,1,5,76679.35,12511.85,76679.35
2026-02-18,STR-107,Online,1,5,9543.1,1484.25,9543.1
2026-02-18,STR-108,Mobile App,1,5,96303.64,23534.74,96303.64
2026-02-18,STR-109,Mobile App,1,2,3699.88,1078.02,3699.88
2026-02-18,STR-109,Online,1,3,27612.17,6420.38,27612.17
2026-02-18,STR-110,Mobile App,1,5,67123.67,25980.32,67123.67
2026-02-18,STR-111,In-Store,2,4,44564.03,12912.79,22282.02
2026-02-18,STR-111,Mobile App,1,1,14745.18,1148.55,14745.18
2026-02-18,STR-113,Online,3,9,86326.81,31869.41,28775.6
2026-02-18,STR-114,Mobile App,1,3,45521.22,15368.91,45521.22
2026-02-19,STR-103,Online,2,3,61467.25,12633.37,30733.62
2026-02-19,STR-108,Online,3,7,91869.15,27677.38,30623.05
2026-02-19,STR-110,Online,1,2,27522.54,4351.88,27522.54
2026-02-19,STR-111,Online,1,1,4852.28,1057.1,4852.28
2026-02-19,STR-112,Online,2,8,141494.83,41333.67,70747.41
2026-02-19,STR-114,In-Store,1,5,74833.3,33127.95,74833.3
2026-02-20,STR-101,Online,1,1,20064.7,5982.18,20064.7
2026-02-20,STR-103,Online,2,2,26659.85,10276.98,13329.92
2026-02-20,STR-104,Mobile App,1,1,15545.46,2697.04,15545.46
2026-02-20,STR-105,In-Store,1,2,45080.88,15605.12,45080.88
2026-02-20,STR-107,In-Store,1,3,54126.6,15626.1,54126.6
2026-02-20,STR-107,Online,1,4,55523.95,19164.27,55523.95
2026-02-20,STR-108,Mobile App,1,2,13179.22,3683.88,13179.22
2026-02-20,STR-109,In-Store,1,1,21907.18,6400.23,21907.18
2026-02-20,STR-109,Online,2,6,72783.73,27130.69,36391.86
2026-02-20,STR-111,In-Store,1,4,76379.01,4635.61,76379.01
2026-02-20,STR-113,In-Store,1,2,28830.11,8728.57,28830.11
2026-02-20,STR-113,Online,1,1,6213.19,1124.17,6213.19
2026-02-20,STR-114,In-Store,1,3,4891.46,564.29,4891.46
2026-02-20,STR-114,Online,1,4,22317.91,5245.59,22317.91
2026-02-21,STR-102,In-Store,2,5,56984.47,17982.34,28492.24
2026-02-21,STR-102,Mobile App,1,1,1720.3,522.05,1720.3
2026-02-21,STR-102,Online,1,4,8221.96,2978.24,8221.96
2026-02-21,STR-103,In-Store,1,5,73409.1,9167.0,73409.1
2026-02-21,STR-103,Online,1,2,38335.68,12774.72,38335.68
2026-02-21,STR-104,Online,1,4,72837.79,21715.87,72837.79
2026-02-21,STR-106,In-Store,2,5,16533.93,4463.39,8266.96
2026-02-21,STR-110,Mobile App,1,3,4962.48,1520.76,4962.48
2026-02-21,STR-112,Mobile App,1,1,20274.45,5720.67,20274.45
2026-02-21,STR-112,Online,1,2,7289.44,2483.4,7289.44
2026-02-21,STR-113,In-Store,1,1,11654.15,1832.15,11654.15
2026-02-21,STR-114,Online,1,2,34545.46,8848.62,34545.46
2026-02-22,STR-100,Mobile App,1,5,43667.52,7475.47,43667.52
2026-02-22,STR-100,Online,1,3,43956.46,16686.7,43956.46
2026-02-22,STR-102,Mobile App,1,5,56657.83,11090.48,56657.83
2026-02-22,STR-106,Mobile App,1,1,21481.6,3545.75,21481.6
2026-02-22,STR-107,In-Store,1,5,82535.96,6689.46,82535.96
2026-02-22,STR-108,Mobile App,1,1,16507.19,1337.89,16507.19
2026-02-22,STR-109,Online,1,2,25357.83,8900.49,25357.83
2026-02-23,STR-101,In-Store,1,5,101372.25,28603.35,101372.25
2026-02-23,STR-101,Mobile App,1,4,71810.52,15480.44,71810.52
2026-02-23,STR-102,In-Store,1,3,25835.76,8663.97,25835.76
2026-02-23,STR-102,Mobile App,2,7,92961.22,23063.37,46480.61
2026-02-23,STR-103,Online,1,1,18606.65,1774.36,18606.65
2026-02-23,STR-106,In-Store,1,2,11189.04,690.08,11189.04
2026-02-23,STR-107,In-Store,1,4,64951.92,13617.92,64951.92
2026-02-23,STR-107,Mobile App,1,2,11986.02,2966.64,11986.02
2026-02-23,STR-109,Mobile App,2,5,76017.81,12386.24,38008.9
2026-02-23,STR-109,Online,1,1,2747.32,646.44,2747.32
2026-02-23,STR-112,In-Store,1,5,81463.32,17560.92,81463.32
2026-02-23,STR-113,In-Store,1,1,19710.33,1312.63,19710.33
2026-02-23,STR-113,Mobile App,1,3,5892.94,2451.22,5892.94
2026-02-23,STR-114,In-Store,1,1,13656.37,3605.6,13656.37
2026-02-23,STR-114,Mobile App,1,2,22663.13,4436.19,22663.13
2026-02-24,STR-100,Online,1,1,5594.52,345.04,5594.52
2026-02-24,STR-104,In-Store,1,4,74897.1,9579.5,74897.1
2026-02-24,STR-104,Online,1,4,6138.3,368.74,6138.3
2026-02-24,STR-106,In-Store,1,4,10989.28,2585.76,10989.28
2026-02-24,STR-107,Mobile App,1,4,29978.46,772.5,29978.46
2026-02-24,STR-108,Mobile App,1,2,9133.7,1543.34,9133.7
2026-02-24,STR-109,Online,1,2,15310.08,3862.22,15310.08
2026-02-24,STR-110,In-Store,1,3,8726.78,2424.14,8726.78
2026-02-24,STR-110,Online,1,5,15352.66,4848.26,15352.66
2026-02-24,STR-111,In-Store,1,3,30803.77,4332.01,30803.77
2026-02-24,STR-112,Mobile App,1,1,1860.93,713.69,1860.93
2026-02-24,STR-112,Online,1,5,9139.12,3147.87,9139.12
2026-02-25,STR-100,Online,1,5,40667.4,12047.75,40667.4
2026-02-25,STR-101,In-Store,1,5,86166.41,13397.51,86166.41
2026-02-25,STR-102,Mobile App,1,3,73913.73,18720.63,73913.73
2026-02-25,STR-104,In-Store,1,1,12897.68,2846.91,12897.68
2026-02-25,STR-107,In-Store,1,3,55629.84,16375.14,55629.84
2026-02-25,STR-107,Online,2,7,68502.72,23834.43,34251.36
2026-02-25,STR-111,Mobile App,1,4,88381.58,21052.42,88381.58
2026-02-25,STR-112,In-Store,1,1,23124.24,7617.29,23124.24
2026-02-25,STR-113,Online,1,3,55629.84,16375.14,55629.84
2026-02-25,STR-114,In-Store,1,1,23868.44,5932.59,23868.44
2026-02-26,STR-101,Mobile App,1,4,59338.5,6998.9,59338.5
2026-02-26,STR-102,Mobile App,1,1,6293.84,1044.36,6293.84
2026-02-26,STR-104,Online,2,6,64104.02,23695.35,32052.01
2026-02-26,STR-105,Online,1,1,11331.57,2218.1,11331.57
2026-02-26,STR-106,In-Store,1,4,79078.25,11749.09,79078.25
2026-02-26,STR-110,Online,2,9,133921.33,17482.17,66960.67
2026-02-26,STR-112,In-Store,1,5,110142.8,28495.8,110142.8
2026-02-26,STR-112,Mobile App,1,2,41854.26,9195.46,41854.26
2026-02-27,STR-100,Online,2,8,144742.15,16562.4,72371.08
2026-02-27,STR-101,Online,1,3,16269.4,4883.86,16269.4
2026-02-27,STR-102,In-Store,1,4,85926.38,14182.98,85926.38
2026-02-27,STR-103,In-Store,1,2,28166.58,6046.74,28166.58
2026-02-27,STR-103,Mobile App,1,3,44890.48,11710.72,44890.48
2026-02-27,STR-104,In-Store,1,3,47000.25,6210.36,47000.25
2026-02-27,STR-105,Mobile App,1,1,5847.7,758.68,5847.7
2026-02-27,STR-109,Mobile App,1,1,5594.52,345.04,5594.52
2026-02-27,STR-109,Online,1,4,23972.04,5933.28,23972.04
2026-02-27,STR-111,Mobile App,1,1,16341.51,4756.18,16341.51
2026-02-27,STR-114,Mobile App,1,5,65126.16,16016.16,65126.16
2026-02-28,STR-105,In-Store,1,3,47616.18,12752.64,47616.18
2026-02-28,STR-105,Mobile App,1,2,25443.32,8761.18,25443.32
2026-02-28,STR-106,Mobile App,1,4,40204.46,11253.1,40204.46
2026-02-28,STR-110,Online,1,4,64951.92,13617.92,64951.92
2026-02-28,STR-111,In-Store,1,1,1696.55,84.78,1696.55
2026-02-28,STR-112,Online,1,1,19602.29,4432.99,19602.29
2026-02-28,STR-113,In-Store,1,1,15423.32,6333.4,15423.32
2026-02-28,STR-113,Mobile App,1,4,8221.96,2978.24,8221.96
2026-02-28,STR-113,Online,1,5,88020.55,32720.95,88020.55
2026-03-01,STR-100,Mobile App,1,1,1952.72,641.79,1952.72
2026-03-01,STR-101,In-Store,1,5,98847.82,14686.37,98847.82
2026-03-01,STR-101,Online,2,9,128315.83,33685.37,64157.91
2026-03-01,STR-102,Online,1,1,14218.33,5877.26,14218.33
2026-03-01,STR-103,Online,1,5,73725.88,5742.73,73725.88
2026-03-01,STR-104,Mobile App,2,10,102790.07,21243.07,51395.04
2026-03-01,STR-104,Online,1,3,9294.04,2084.98,9294.04
2026-03-01,STR-106,In-Store,1,3,33395.67,9270.27,33395.67
2026-03-01,STR-108,In-Store,1,5,27955.32,6753.87,27955.32
2026-03-01,STR-108,Mobile App,1,5,8152.44,940.49,8152.44
2026-03-01,STR-109,In-Store,1,1,15078.46,3457.28,15078.46
2026-03-01,STR-111,Online,3,9,117226.25,37466.51,39075.42
2026-03-01,STR-112,In-Store,1,3,62781.4,13793.2,62781.4
2026-03-02,STR-102,In-Store,1,5,99128.52,17481.52,99128.52
2026-03-02,STR-103,Mobile App,1,2,26192.68,10109.08,26192.68
2026-03-02,STR-104,Mobile App,1,3,2835.06,789.63,2835.06
2026-03-02,STR-105,Online,1,2,28341.1,11883.76,28341.1
2026-03-02,STR-107,In-Store,1,4,79078.25,11749.09,79078.25
2026-03-02,STR-108,Online,1,1,12697.65,1076.47,12697.65
2026-03-02,STR-109,Online,1,2,11778.9,3242.74,11778.9
2026-03-02,STR-110,Mobile App,1,5,72075.26,21821.41,72075.26
2026-03-02,STR-112,In-Store,1,1,13469.99,5128.92,13469.99
2026-03-02,STR-112,Mobile App,1,5,98847.82,14686.37,98847.82
2026-03-02,STR-113,In-Store,1,2,4241.38,1017.84,4241.38
2026-03-03,STR-100,In-Store,1,1,8133.48,2409.55,8133.48
2026-03-03,STR-100,Mobile App,1,4,64951.92,13617.92,64951.92
2026-03-03,STR-101,In-Store,1,5,97365.24,19830.49,97365.24
2026-03-03,STR-102,In-Store,1,4,76645.38,16534.62,76645.38
2026-03-03,STR-103,In-Store,1,1,15545.46,2697.04,15545.46
2026-03-03,STR-105,In-Store,1,2,38335.68,12774.72,38335.68
2026-03-03,STR-106,In-Store,1,3,35883.3,8542.89,35883.3
2026-03-03,STR-107,Mobile App,1,3,14556.83,3171.29,14556.83
2026-03-03,STR-109,Mobile App,1,2,30347.48,10245.94,30347.48
2026-03-03,STR-110,Online,2,10,125253.96,28775.11,62626.98
2026-03-03,STR-113,Online,1,2,33014.38,2675.78,33014.38
2026-03-03,STR-114,In-Store,1,3,26200.51,4485.28,26200.51
2026-03-03,STR-114,Online,2,9,159797.52,33602.22,79898.76
2026-03-04,STR-100,In-Store,1,5,7672.88,460.93,7672.88
2026-03-04,STR-100,Online,3,10,103753.72,17186.38,34584.57
2026-03-04,STR-102,Mobile App,1,2,3699.88,1078.02,3699.88
2026-03-04,STR-103,Mobile App,1,5,10214.3,4223.05,10214.3
2026-03-04,STR-104,In-Store,1,4,55272.74,3879.06,55272.74
2026-03-04,STR-104,Mobile App,1,2,40548.9,11441.34,40548.9
2026-03-04,STR-106,Mobile App,1,5,33294.5,10746.05,33294.5
2026-03-04,STR-109,In-Store,2,7,106030.21,28551.72,53015.1
2026-03-04,STR-110,Online,2,5,28970.3,4346.14,14485.15
2026-03-04,STR-111,Mobile App,1,2,41267.98,10929.38,41267.98
2026-03-04,STR-111,Online,1,4,83729.92,16400.76,83729.92
2026-03-04,STR-114,In-Store,1,5,9249.7,2695.05,9249.7
2026-03-04,STR-114,Mobile App,1,4,35599.43,6393.47,35599.43
2026-03-04,STR-114,Online,1,5,71424.27,13318.37,71424.27
2026-03-05,STR-103,In-Store,1,4,45903.66,10607.98,45903.66
2026-03-05,STR-104,In-Store,2,7,91298.61,16953.07,45649.3
2026-03-05,STR-104,Online,1,3,67621.32,23407.68,67621.32
2026-03-05,STR-105,Mobile App,1,4,29238.52,8882.44,29238.52
2026-03-05,STR-105,Online,1,2,22467.2,7991.52,22467.2
2026-03-05,STR-108,Online,1,4,9179.68,631.96,9179.68
2026-03-05,STR-111,In-Store,1,1,20288.17,2352.32,20288.17
2026-03-05,STR-112,In-Store,1,2,4085.72,1689.22,4085.72
2026-03-05,STR-112,Mobile App,1,5,26635.6,4087.15,26635.6
2026-03-05,STR-112,Online,1,3,60859.19,16645.55,60859.19
2026-03-06,STR-101,In-Store,1,5,84482.96,14070.36,84482.96
2026-03-06,STR-101,Online,2,5,78409.96,16248.36,39204.98
2026-03-06,STR-103,In-Store,1,4,6577.57,1333.85,6577.57
2026-03-06,STR-103,Online,1,1,18606.65,1774.36,18606.65
2026-03-06,STR-104,Online,1,1,19473.05,3966.1,19473.05
2026-03-06,STR-105,Mobile App,1,5,45886.24,17525.84,45886.24
2026-03-06,STR-105,Online,1,2,33377.9,7208.1,33377.9
2026-03-06,STR-106,In-Store,1,1,12079.91,3255.99,12079.91
2026-03-06,STR-107,Online,1,2,2001.22,637.6,2001.22
2026-03-06,STR-110,In-Store,1,1,10642.36,3404.52,10642.36
2026-03-06,STR-111,In-Store,1,3,19930.48,4182.04,19930.48
2026-03-06,STR-112,Mobile App,1,3,59477.11,10488.91,59477.11
2026-03-07,STR-101,Mobile App,1,3,9840.74,2631.68,9840.74
2026-03-07,STR-103,In-Store,1,3,33700.79,11987.27,33700.79
2026-03-07,STR-104,In-Store,2,6,87645.87,20281.44,43822.94
2026-03-07,STR-104,Mobile App,2,5,40119.41,12604.21,20059.71
2026-03-07,STR-104,Online,1,3,5160.91,1566.16,5160.91
2026-03-07,STR-106,Mobile App,1,3,32789.45,11597.66,32789.45
2026-03-07,STR-108,Online,1,2,41640.48,12814.46,41640.48
2026-03-07,STR-110,Mobile App,1,2,16422.44,5078.28,16422.44
2026-03-07,STR-112,In-Store,1,3,54628.34,16286.9,54628.34
2026-03-07,STR-114,Mobile App,1,3,43864.05,9108.06,43864.05
2026-03-08,STR-102,Mobile App,1,1,12079.91,3255.99,12079.91
2026-03-08,STR-102,Online,1,5,76679.35,12511.85,76679.35
2026-03-08,STR-103,In-Store,1,1,2725.22,588.29,2725.22
2026-03-08,STR-104,Mobile App,1,5,75868.7,25614.85,75868.7
2026-03-08,STR-105,In-Store,1,4,11663.1,2051.02,11663.1
2026-03-08,STR-105,Online,2,10,89386.37,21995.62,44693.18
2026-03-08,STR-106,Mobile App,1,1,19260.73,4706.95,19260.73
2026-03-08,STR-107,In-Store,2,7,81367.04,32071.33,40683.52
2026-03-08,STR-108,In-Store,1,5,105603.7,35191.1,105603.7
2026-03-08,STR-108,Online,1,5,101372.25,28603.35,101372.25
2026-03-08,STR-111,Mobile App,1,5,10751.9,4760.65,10751.9
2026-03-08,STR-112,In-Store,1,4,57735.04,6401.04,57735.04
2026-03-08,STR-114,Mobile App,1,2,5163.57,889.71,5163.57
2026-03-09,STR-100,In-Store,1,4,74282.36,13605.16,74282.36
2026-03-09,STR-103,In-Store,1,5,50362.52,4795.17,50362.52
2026-03-09,STR-103,Online,2,4,45804.75,11741.71,22902.38
2026-03-09,STR-104,In-Store,1,5,63488.24,5382.34,63488.24
2026-03-09,STR-105,In-Store,1,4,72168.8,20834.8,72168.8
2026-03-09,STR-106,Online,1,1,16292.66,3512.18,16292.66
2026-03-09,STR-108,Online,1,5,62953.15,17385.8,62953.15
