transaction_id,transaction_timestamp,store_id,customer_id,product_id,quantity,unit_price,discount_pct,total_amount,payment_method,sales_channel,api_ingestion_flag,sale_date,year,month,day_of_week,category,cost_price,net_unit_price,calculated_total,total_cost,gross_profit
TXN-100777,2026-04-24 15:19:00,STR-109,CUST-5033,PRD-1042,5,10274.71,0.2,41098.84,Debit Card,In-Store,,2026-04-24,2026,4,Friday,Home & Kitchen,7238.41,8219.768,41098.84,36192.05,4906.79
TXN-100778,2026-04-06 12:49:00,STR-113,CUST-5012,PRD-1016,2,15423.32,0.15,26219.64,Credit Card,Online,,2026-04-06,2026,4,Monday,Electronics,9089.92,13109.822,26219.64,18179.84,8039.8
TXN-100779,2026-06-08 10:45:00,STR-108,CUST-5073,PRD-1018,4,17272.73,0.05,65636.37,Credit Card,In-Store,,2026-06-08,2026,6,Monday,Clothing,12848.42,16409.0935,65636.37,51393.68,14242.69
TXN-100780,2026-03-02 09:02:00,STR-105,CUST-5147,PRD-1045,2,14916.37,0.05,28341.1,Credit Card,Online,,2026-03-02,2026,3,Monday,Clothing,8228.67,14170.5515,28341.1,16457.34,11883.76
TXN-100781,2026-02-22 16:45:00,STR-100,CUST-5170,PRD-1016,3,15423.32,0.05,43956.46,Debit Card,Online,,2026-02-22,2026,2,Sunday,Electronics,9089.92,14652.153999999999,43956.46,27269.76,16686.7
TXN-100782,2026-05-19 10:34:00,STR-104,CUST-5031,PRD-1009,3,20274.45,0.15,51699.85,UPI,Online,,2026-05-19,2026,5,Tuesday,Home & Kitchen,14553.78,17233.2825,51699.85,43661.34,8038.51
TXN-100783,2026-03-23 10:00:00,STR-111,CUST-5139,PRD-1031,2,23868.44,0.15,40576.35,Cash,Online,,2026-03-23,2026,3,Monday,Electronics,17935.85,20288.174,40576.35,35871.7,4704.65
TXN-100784,2026-03-16 20:36:00,STR-110,CUST-5037,PRD-1041,3,23258.31,0.15,59308.69,Cash,Mobile App,,2026-03-16,2026,3,Monday,Clothing,16832.29,19769.5635,59308.69,50496.87,8811.82
TXN-100785,2026-05-03 08:08:00,STR-110,CUST-5141,PRD-1028,3,6658.9,0.0,19976.7,UPI,Online,,2026-05-03,2026,5,Sunday,Sports & Outdoors,4509.69,6658.9,19976.7,13529.07,6447.63
TXN-100786,2026-02-26 15:22:00,STR-101,CUST-5083,PRD-1001,4,18543.28,0.2,59338.5,UPI,Mobile App,,2026-02-26,2026,2,Thursday,Clothing,13084.9,14834.624,59338.5,52339.6,6998.9
TXN-100787,2026-05-15 11:50:00,STR-114,CUST-5196,PRD-1041,2,23258.31,0.2,37213.3,Debit Card,In-Store,,2026-05-15,2026,5,Friday,Clothing,16832.29,18606.648,37213.3,33664.58,3548.72
TXN-100788,2026-04-25 18:42:00,STR-101,CUST-5131,PRD-1001,1,18543.28,0.2,14834.62,Net Banking,In-Store,,2026-04-25,2026,4,Saturday,Clothing,13084.9,14834.624,14834.62,13084.9,1749.72
TXN-100789,2026-06-04 16:03:00,STR-114,CUST-5170,PRD-1031,3,23868.44,0.2,57284.26,Debit Card,Online,,2026-06-04,2026,6,Thursday,Electronics,17935.85,19094.752,57284.26,53807.55,3476.71
TXN-100790,2026-04-09 13:00:00,STR-104,CUST-5088,PRD-1009,4,20274.45,0.1,72988.02,Debit Card,Online,,2026-04-09,2026,4,Thursday,Home & Kitchen,14553.78,18247.005,72988.02,58215.12,14772.9
TXN-100791,2026-02-25 19:56:00,STR-107,CUST-5189,PRD-1028,5,6658.9,0.0,33294.5,Net Banking,Online,,2026-02-25,2026,2,Wednesday,Sports & Outdoors,4509.69,6658.9,33294.5,22548.45,10746.05
TXN-100792,2026-04-17 10:53:00,STR-109,CUST-5153,PRD-1018,2,17272.73,0.15,29363.64,UPI,In-Store,,2026-04-17,2026,4,Friday,Clothing,12848.42,14681.8205,29363.64,25696.84,3666.8
TXN-100793,2026-05-15 13:04:00,STR-114,CUST-5151,PRD-1013,3,24637.91,0.15,62826.67,Net Banking,In-Store,,2026-05-15,2026,5,Friday,Home & Kitchen,18397.7,20942.2235,62826.67,55193.1,7633.57
TXN-100794,2026-04-17 10:35:00,STR-107,CUST-5181,PRD-1000,4,1111.79,0.1,4002.44,Cash,In-Store,,2026-04-17,2026,4,Friday,Electronics,681.81,1000.611,4002.44,2727.24,1275.2
TXN-100795,2026-03-16 16:31:00,STR-100,CUST-5077,PRD-1012,2,5210.26,0.15,8857.44,Cash,Online,,2026-03-16,2026,3,Monday,Sports & Outdoors,2949.0,4428.7210000000005,8857.44,5898.0,2959.44
TXN-100796,2026-02-27 08:50:00,STR-100,CUST-5039,PRD-1031,5,23868.44,0.15,101440.87,Debit Card,Online,,2026-02-27,2026,2,Friday,Electronics,17935.85,20288.174,101440.87,89679.25,11761.62
TXN-100797,2026-06-17 18:57:00,STR-104,CUST-5106,PRD-1040,4,6993.15,0.0,27972.6,Credit Card,Online,,2026-06-17,2026,6,Wednesday,Clothing,5249.48,6993.15,27972.6,20997.92,6974.68
TXN-100798,2026-01-31 20:17:00,STR-107,CUST-5017,PRD-1044,2,2067.7,0.0,4135.4,Cash,Mobile App,,2026-01-31,2026,1,Saturday,Clothing,1147.24,2067.7,4135.4,2294.48,1840.92
TXN-100799,2026-05-25 14:55:00,STR-104,CUST-5160,PRD-1023,5,6936.43,0.15,29479.83,Net Banking,Mobile App,,2026-05-25,2026,5,Monday,Sports & Outdoors,4747.67,5895.9655,29479.83,23738.35,5741.48
TXN-100800,2026-05-28 08:54:00,STR-104,CUST-5041,PRD-1007,3,23951.68,0.2,57484.03,Cash,In-Store,,2026-05-28,2026,5,Thursday,Clothing,15027.69,19161.344,57484.03,45083.07,12400.96
TXN-100801,2026-06-27 10:22:00,STR-102,CUST-5013,PRD-1009,3,20274.45,0.15,51699.85,Debit Card,Online,,2026-06-27,2026,6,Saturday,Home & Kitchen,14553.78,17233.2825,51699.85,43661.34,8038.51
TXN-100802,2026-03-16 12:33:00,STR-110,CUST-5019,PRD-1026,3,15872.06,0.0,47616.18,Cash,In-Store,,2026-03-16,2026,3,Monday,Clothing,11621.18,15872.06,47616.18,34863.54,12752.64
TXN-100803,2026-06-03 20:10:00,STR-108,CUST-5082,PRD-1049,2,12079.91,0.0,24159.82,Debit Card,Mobile App,,2026-06-03,2026,6,Wednesday,Sports & Outdoors,8823.92,12079.91,24159.82,17647.84,6511.98
TXN-100804,2026-01-25 16:37:00,STR-105,CUST-5036,PRD-1019,3,20633.99,0.1,55711.77,UPI,In-Store,,2026-01-25,2026,1,Sunday,Clothing,15169.3,18570.591,55711.77,45507.9,10203.87
TXN-100805,2026-05-05 14:21:00,STR-114,CUST-5041,PRD-1033,3,21120.74,0.1,57026.0,UPI,In-Store,,2026-05-05,2026,5,Tuesday,Home & Kitchen,14082.52,19008.666,57026.0,42247.56,14778.44
TXN-100806,2026-02-18 20:57:00,STR-108,CUST-5157,PRD-1009,5,20274.45,0.05,96303.64,Cash,Mobile App,,2026-02-18,2026,2,Wednesday,Home & Kitchen,14553.78,19260.7275,96303.64,72768.9,23534.74
TXN-100807,2026-04-17 15:58:00,STR-101,CUST-5029,PRD-1045,5,14916.37,0.0,74581.85,Credit Card,In-Store,,2026-04-17,2026,4,Friday,Clothing,8228.67,14916.37,74581.85,41143.35,33438.5
TXN-100808,2026-06-26 13:08:00,STR-113,CUST-5113,PRD-1030,3,3232.14,0.1,8726.78,Cash,Mobile App,,2026-06-26,2026,6,Friday,Home & Kitchen,2100.88,2908.926,8726.78,6302.64,2424.14
TXN-100809,2026-03-19 08:47:00,STR-113,CUST-5030,PRD-1048,3,13710.77,0.05,39075.69,Credit Card,In-Store,,2026-03-19,2026,3,Thursday,Clothing,9822.0,13025.2315,39075.69,29466.0,9609.69
TXN-100810,2026-03-20 10:13:00,STR-102,CUST-5020,PRD-1044,2,2067.7,0.05,3928.63,Net Banking,Mobile App,,2026-03-20,2026,3,Friday,Clothing,1147.24,1964.3149999999998,3928.63,2294.48,1634.15
TXN-100811,2026-01-05 20:30:00,STR-112,CUST-5110,PRD-1048,1,13710.77,0.0,13710.77,UPI,In-Store,,2026-01-05,2026,1,Monday,Clothing,9822.0,13710.77,13710.77,9822.0,3888.77
TXN-100812,2026-06-01 08:30:00,STR-101,CUST-5064,PRD-1006,1,17604.11,0.2,14083.29,UPI,In-Store,,2026-06-01,2026,6,Monday,Clothing,11059.92,14083.288,14083.29,11059.92,3023.37
TXN-100813,2026-02-01 17:13:00,STR-109,CUST-5051,PRD-1019,1,20633.99,0.0,20633.99,Credit Card,Mobile App,,2026-02-01,2026,2,Sunday,Clothing,15169.3,20633.99,20633.99,15169.3,5464.69
TXN-100814,2026-02-07 21:47:00,STR-104,CUST-5148,PRD-1022,1,6988.83,0.0,6988.83,Debit Card,Online,,2026-02-07,2026,2,Saturday,Clothing,4240.29,6988.83,6988.83,4240.29,2748.54
TXN-100815,2026-03-03 16:36:00,STR-101,CUST-5025,PRD-1010,5,24341.31,0.2,97365.24,Cash,In-Store,,2026-03-03,2026,3,Tuesday,Electronics,15506.95,19473.048000000003,97365.24,77534.75,19830.49
TXN-100816,2026-03-14 10:57:00,STR-112,CUST-5137,PRD-1033,2,21120.74,0.05,40129.41,UPI,Mobile App,,2026-03-14,2026,3,Saturday,Home & Kitchen,14082.52,20064.703,40129.41,28165.04,11964.37
TXN-100817,2026-05-02 13:44:00,STR-109,CUST-5047,PRD-1006,2,17604.11,0.2,28166.58,Net Banking,Mobile App,,2026-05-02,2026,5,Saturday,Clothing,11059.92,14083.288,28166.58,22119.84,6046.74
TXN-100818,2026-04-08 14:13:00,STR-108,CUST-5058,PRD-1006,2,17604.11,0.1,31687.4,Net Banking,In-Store,,2026-04-08,2026,4,Wednesday,Clothing,11059.92,15843.699,31687.4,22119.84,9567.56
TXN-100819,2026-04-30 09:33:00,STR-102,CUST-5126,PRD-1048,3,13710.77,0.0,41132.31,Debit Card,Mobile App,,2026-04-30,2026,4,Thursday,Clothing,9822.0,13710.77,41132.31,29466.0,11666.31
TXN-100820,2026-01-22 13:31:00,STR-101,CUST-5098,PRD-1018,5,17272.73,0.0,86363.65,Debit Card,Online,,2026-01-22,2026,1,Thursday,Clothing,12848.42,17272.73,86363.65,64242.1,22121.55
TXN-100821,2026-02-27 16:26:00,STR-104,CUST-5109,PRD-1038,3,18431.47,0.15,47000.25,Credit Card,In-Store,,2026-02-27,2026,2,Friday,Electronics,13596.63,15666.7495,47000.25,40789.89,6210.36
TXN-100822,2026-01-04 18:31:00,STR-110,CUST-5026,PRD-1030,3,3232.14,0.05,9211.6,Net Banking,Online,,2026-01-04,2026,1,Sunday,Home & Kitchen,2100.88,3070.533,9211.6,6302.64,2908.96
TXN-100823,2026-02-06 14:25:00,STR-111,CUST-5151,PRD-1033,1,21120.74,0.0,21120.74,UPI,Mobile App,,2026-02-06,2026,2,Friday,Home & Kitchen,14082.52,21120.74,21120.74,14082.52,7038.22
TXN-100824,2026-02-20 13:12:00,STR-109,CUST-5103,PRD-1010,1,24341.31,0.1,21907.18,UPI,In-Store,,2026-02-20,2026,2,Friday,Electronics,15506.95,21907.179,21907.18,15506.95,6400.23
TXN-100825,2026-05-29 17:17:00,STR-112,CUST-5164,PRD-1027,4,2055.49,0.1,7399.76,Net Banking,Online,,2026-05-29,2026,5,Friday,Sports & Outdoors,1310.93,1849.9409999999998,7399.76,5243.72,2156.04
TXN-100826,2026-05-05 16:17:00,STR-102,CUST-5196,PRD-1030,5,3232.14,0.15,13736.59,Net Banking,In-Store,,2026-05-05,2026,5,Tuesday,Home & Kitchen,2100.88,2747.319,13736.6,10504.4,3232.2
TXN-100827,2026-05-08 11:40:00,STR-102,CUST-5007,PRD-1007,3,23951.68,0.15,61076.78,UPI,Mobile App,,2026-05-08,2026,5,Friday,Clothing,15027.69,20358.928,61076.78,45083.07,15993.71
TXN-100828,2026-06-23 08:11:00,STR-106,CUST-5154,PRD-1003,1,6199.42,0.15,5269.51,Debit Card,In-Store,,2026-06-23,2026,6,Tuesday,Clothing,4268.08,5269.507,5269.51,4268.08,1001.43
TXN-100829,2026-01-25 20:04:00,STR-110,CUST-5192,PRD-1019,5,20633.99,0.2,82535.96,Cash,Online,,2026-01-25,2026,1,Sunday,Clothing,15169.3,16507.192000000003,82535.96,75846.5,6689.46
TXN-100830,2026-06-19 15:31:00,STR-108,CUST-5066,PRD-1029,2,17201.59,0.1,30962.86,Cash,Online,,2026-06-19,2026,6,Friday,Electronics,11585.33,15481.431,30962.86,23170.66,7792.2
TXN-100831,2026-01-09 14:56:00,STR-114,CUST-5030,PRD-1034,5,9660.26,0.0,48301.3,Net Banking,Online,,2026-01-09,2026,1,Friday,Clothing,5672.08,9660.26,48301.3,28360.4,19940.9
TXN-100832,2026-04-28 08:02:00,STR-102,CUST-5142,PRD-1020,4,2120.69,0.15,7210.35,Debit Card,Mobile App,,2026-04-28,2026,4,Tuesday,Home & Kitchen,1611.77,1802.5865,7210.35,6447.08,763.27
TXN-100833,2026-02-04 12:45:00,STR-106,CUST-5124,PRD-1010,4,24341.31,0.15,82760.45,UPI,Mobile App,,2026-02-04,2026,2,Wednesday,Electronics,15506.95,20690.1135,82760.45,62027.8,20732.65
TXN-100834,2026-06-25 16:36:00,STR-107,CUST-5121,PRD-1043,4,22540.44,0.2,72129.41,Cash,In-Store,,2026-06-25,2026,6,Thursday,Beauty & Care,14737.88,18032.352,72129.41,58951.52,13177.89
TXN-100835,2026-03-09 15:37:00,STR-106,CUST-5157,PRD-1032,1,19167.84,0.15,16292.66,Debit Card,Online,,2026-03-09,2026,3,Monday,Sports & Outdoors,12780.48,16292.663999999999,16292.66,12780.48,3512.18
TXN-100836,2026-06-01 08:08:00,STR-113,CUST-5093,PRD-1020,1,2120.69,0.0,2120.69,Debit Card,Mobile App,,2026-06-01,2026,6,Monday,Home & Kitchen,1611.77,2120.69,2120.69,1611.77,508.92
TXN-100837,2026-04-08 09:27:00,STR-105,CUST-5091,PRD-1037,1,1918.22,0.1,1726.4,Net Banking,Online,,2026-04-08,2026,4,Wednesday,Clothing,1442.39,1726.3980000000001,1726.4,1442.39,284.01
TXN-100838,2026-03-02 18:19:00,STR-109,CUST-5021,PRD-1003,2,6199.42,0.05,11778.9,UPI,Online,,2026-03-02,2026,3,Monday,Clothing,4268.08,5889.449,11778.9,8536.16,3242.74
TXN-100839,2026-01-06 16:20:00,STR-100,CUST-5117,PRD-1007,3,23951.68,0.05,68262.29,Net Banking,Mobile App,,2026-01-06,2026,1,Tuesday,Clothing,15027.69,22754.095999999998,68262.29,45083.07,23179.22
TXN-100840,2026-01-06 19:30:00,STR-109,CUST-5005,PRD-1032,4,19167.84,0.1,69004.22,Debit Card,Online,,2026-01-06,2026,1,Tuesday,Sports & Outdoors,12780.48,17251.056,69004.22,51121.92,17882.3
TXN-100841,2026-05-27 09:51:00,STR-107,CUST-5025,PRD-1036,4,22028.56,0.1,79302.82,Credit Card,Online,,2026-05-27,2026,5,Wednesday,Home & Kitchen,16329.4,19825.704,79302.82,65317.6,13985.22
TXN-100842,2026-02-12 17:19:00,STR-105,CUST-5111,PRD-1031,5,23868.44,0.1,107407.98,Credit Card,Online,,2026-02-12,2026,2,Thursday,Electronics,17935.85,21481.595999999998,107407.98,89679.25,17728.73
TXN-100843,2026-02-24 12:16:00,STR-100,CUST-5076,PRD-1040,1,6993.15,0.2,5594.52,Cash,Online,,2026-02-24,2026,2,Tuesday,Clothing,5249.48,5594.52,5594.52,5249.48,345.04
TXN-100844,2026-05-29 09:37:00,STR-105,CUST-5069,PRD-1014,5,7309.63,0.0,36548.15,UPI,Mobile App,,2026-05-29,2026,5,Friday,Beauty & Care,5089.02,7309.63,36548.15,25445.1,11103.05
TXN-100845,2026-02-23 13:50:00,STR-101,CUST-5166,PRD-1033,4,21120.74,0.15,71810.52,Debit Card,Mobile App,,2026-02-23,2026,2,Monday,Home & Kitchen,14082.52,17952.629,71810.52,56330.08,15480.44
TXN-100846,2026-03-22 11:26:00,STR-106,CUST-5064,PRD-1019,4,20633.99,0.2,66028.77,Cash,Mobile App,,2026-03-22,2026,3,Sunday,Clothing,15169.3,16507.192000000003,66028.77,60677.2,5351.57
TXN-100847,2026-01-05 18:45:00,STR-108,CUST-5047,PRD-1029,5,17201.59,0.05,81707.55,Cash,Online,,2026-01-05,2026,1,Monday,Electronics,11585.33,16341.510499999999,81707.55,57926.65,23780.9
TXN-100848,2026-06-13 16:51:00,STR-109,CUST-5196,PRD-1013,4,24637.91,0.1,88696.48,Net Banking,Mobile App,,2026-06-13,2026,6,Saturday,Home & Kitchen,18397.7,22174.119,88696.48,73590.8,15105.68
TXN-100849,2026-02-21 13:29:00,STR-102,CUST-5061,PRD-1046,1,2150.38,0.2,1720.3,Credit Card,Mobile App,,2026-02-21,2026,2,Saturday,Clothing,1198.25,1720.304,1720.3,1198.25,522.05
TXN-100850,2026-04-16 13:55:00,STR-113,CUST-5016,PRD-1043,3,22540.44,0.15,57478.12,Credit Card,Online,,2026-04-16,2026,4,Thursday,Beauty & Care,14737.88,19159.374,57478.12,44213.64,13264.48
TXN-100851,2026-03-07 18:38:00,STR-103,CUST-5103,PRD-1017,3,11824.84,0.05,33700.79,Credit Card,In-Store,,2026-03-07,2026,3,Saturday,Clothing,7237.84,11233.598,33700.79,21713.52,11987.27
TXN-100852,2026-03-04 20:52:00,STR-104,CUST-5118,PRD-1009,2,20274.45,0.0,40548.9,Net Banking,Mobile App,,2026-03-04,2026,3,Wednesday,Home & Kitchen,14553.78,20274.45,40548.9,29107.56,11441.34
TXN-100853,2026-02-21 10:17:00,STR-102,CUST-5007,PRD-1027,4,2055.49,0.0,8221.96,Debit Card,Online,,2026-02-21,2026,2,Saturday,Sports & Outdoors,1310.93,2055.49,8221.96,5243.72,2978.24
TXN-100854,2026-06-14 21:02:00,STR-111,CUST-5124,PRD-1042,5,10274.71,0.05,48804.87,UPI,In-Store,,2026-06-14,2026,6,Sunday,Home & Kitchen,7238.41,9760.974499999998,48804.87,36192.05,12612.82
TXN-100855,2026-03-18 21:04:00,STR-114,CUST-5104,PRD-1005,3,11505.07,0.2,27612.17,Debit Card,Mobile App,,2026-03-18,2026,3,Wednesday,Clothing,7063.93,9204.056,27612.17,21191.79,6420.38
TXN-100856,2026-02-05 11:07:00,STR-109,CUST-5188,PRD-1042,1,10274.71,0.15,8733.5,Cash,In-Store,,2026-02-05,2026,2,Thursday,Home & Kitchen,7238.41,8733.503499999999,8733.5,7238.41,1495.09
TXN-100857,2026-03-06 15:56:00,STR-101,CUST-5060,PRD-1033,5,21120.74,0.2,84482.96,Cash,In-Store,,2026-03-06,2026,3,Friday,Home & Kitchen,14082.52,16896.592,84482.96,70412.6,14070.36
TXN-100858,2026-05-30 19:24:00,STR-112,CUST-5191,PRD-1049,3,12079.91,0.1,32615.76,Credit Card,Online,,2026-05-30,2026,5,Saturday,Sports & Outdoors,8823.92,10871.919,32615.76,26471.76,6144.0
TXN-100859,2026-02-14 11:17:00,STR-107,CUST-5104,PRD-1013,2,24637.91,0.0,49275.82,Debit Card,Mobile App,,2026-02-14,2026,2,Saturday,Home & Kitchen,18397.7,24637.91,49275.82,36795.4,12480.42
TXN-100860,2026-04-06 19:07:00,STR-105,CUST-5139,PRD-1003,4,6199.42,0.2,19838.14,Net Banking,Online,,2026-04-06,2026,4,Monday,Clothing,4268.08,4959.536,19838.14,17072.32,2765.82
TXN-100861,2026-02-07 13:30:00,STR-111,CUST-5094,PRD-1043,2,22540.44,0.1,40572.79,Debit Card,In-Store,,2026-02-07,2026,2,Saturday,Beauty & Care,14737.88,20286.396,40572.79,29475.76,11097.03
TXN-100862,2026-06-19 20:03:00,STR-111,CUST-5171,PRD-1041,5,23258.31,0.0,116291.55,Credit Card,Online,,2026-06-19,2026,6,Friday,Clothing,16832.29,23258.31,116291.55,84161.45,32130.1
TXN-100863,2026-06-13 19:23:00,STR-114,CUST-5175,PRD-1035,4,15173.74,0.1,54625.46,UPI,Mobile App,,2026-06-13,2026,6,Saturday,Electronics,10050.77,13656.366,54625.46,40203.08,14422.38
TXN-100864,2026-01-03 14:59:00,STR-114,CUST-5065,PRD-1015,4,9568.8,0.15,32533.92,Debit Card,In-Store,,2026-01-03,2026,1,Saturday,Clothing,5723.93,8133.48,32533.92,22895.72,9638.2
TXN-100865,2026-02-23 21:56:00,STR-102,CUST-5112,PRD-1048,2,13710.77,0.1,24679.39,Debit Card,Mobile App,,2026-02-23,2026,2,Monday,Clothing,9822.0,12339.693000000001,24679.39,19644.0,5035.39
TXN-100866,2026-01-21 21:49:00,STR-107,CUST-5120,PRD-1026,1,15872.06,0.1,14284.85,Net Banking,Online,,2026-01-21,2026,1,Wednesday,Clothing,11621.18,14284.854,14284.85,11621.18,2663.67
TXN-100867,2026-02-11 19:16:00,STR-108,CUST-5016,PRD-1045,4,14916.37,0.0,59665.48,Debit Card,Online,,2026-02-11,2026,2,Wednesday,Clothing,8228.67,14916.37,59665.48,32914.68,26750.8
TXN-100868,2026-04-27 19:01:00,STR-112,CUST-5013,PRD-1038,5,18431.47,0.1,82941.62,Credit Card,Mobile App,,2026-04-27,2026,4,Monday,Electronics,13596.63,16588.323,82941.62,67983.15,14958.47
TXN-100869,2026-04-13 11:40:00,STR-104,CUST-5080,PRD-1028,2,6658.9,0.0,13317.8,Cash,In-Store,,2026-04-13,2026,4,Monday,Sports & Outdoors,4509.69,6658.9,13317.8,9019.38,4298.42
TXN-100870,2026-05-13 19:49:00,STR-113,CUST-5166,PRD-1007,2,23951.68,0.05,45508.19,Credit Card,Mobile App,,2026-05-13,2026,5,Wednesday,Clothing,15027.69,22754.095999999998,45508.19,30055.38,15452.81
TXN-100871,2026-04-26 15:55:00,STR-111,CUST-5034,PRD-1043,4,22540.44,0.1,81145.58,Debit Card,In-Store,,2026-04-26,2026,4,Sunday,Beauty & Care,14737.88,20286.396,81145.58,58951.52,22194.06
TXN-100872,2026-03-14 11:05:00,STR-106,CUST-5094,PRD-1043,5,22540.44,0.1,101431.98,Credit Card,Online,,2026-03-14,2026,3,Saturday,Beauty & Care,14737.88,20286.396,101431.98,73689.4,27742.58
TXN-100873,2026-01-06 08:59:00,STR-108,CUST-5165,PRD-1024,5,9368.27,0.05,44499.28,Cash,Mobile App,,2026-01-06,2026,1,Tuesday,Beauty & Care,7301.49,8899.8565,44499.28,36507.45,7991.83
TXN-100874,2026-02-20 12:44:00,STR-113,CUST-5043,PRD-1014,1,7309.63,0.15,6213.19,UPI,Online,,2026-02-20,2026,2,Friday,Beauty & Care,5089.02,6213.1855,6213.19,5089.02,1124.17
TXN-100875,2026-03-08 10:05:00,STR-105,CUST-5043,PRD-1039,4,3644.72,0.2,11663.1,Cash,In-Store,,2026-03-08,2026,3,Sunday,Clothing,2403.02,2915.776,11663.1,9612.08,2051.02
TXN-100876,2026-04-27 21:43:00,STR-107,CUST-5030,PRD-1000,5,1111.79,0.15,4725.11,Credit Card,Mobile App,,2026-04-27,2026,4,Monday,Electronics,681.81,945.0215,4725.11,3409.05,1316.06
TXN-100877,2026-03-15 19:31:00,STR-106,CUST-5033,PRD-1013,2,24637.91,0.1,44348.24,Net Banking,In-Store,,2026-03-15,2026,3,Sunday,Home & Kitchen,18397.7,22174.119,44348.24,36795.4,7552.84
TXN-100878,2026-06-23 11:26:00,STR-102,CUST-5104,PRD-1038,2,18431.47,0.1,33176.65,Credit Card,In-Store,,2026-06-23,2026,6,Tuesday,Electronics,13596.63,16588.323,33176.65,27193.26,5983.39
TXN-100879,2026-06-08 15:58:00,STR-103,CUST-5094,PRD-1018,3,17272.73,0.05,49227.28,Cash,Mobile App,,2026-06-08,2026,6,Monday,Clothing,12848.42,16409.0935,49227.28,38545.26,10682.02
TXN-100880,2026-01-03 15:08:00,STR-113,CUST-5082,PRD-1041,4,23258.31,0.0,93033.24,Net Banking,Mobile App,,2026-01-03,2026,1,Saturday,Clothing,16832.29,23258.31,93033.24,67329.16,25704.08
TXN-100881,2026-06-02 12:04:00,STR-101,CUST-5142,PRD-1013,4,24637.91,0.15,83768.89,UPI,In-Store,,2026-06-02,2026,6,Tuesday,Home & Kitchen,18397.7,20942.2235,83768.89,73590.8,10178.09
TXN-100882,2026-04-01 17:42:00,STR-112,CUST-5153,PRD-1021,2,5708.56,0.15,9704.55,UPI,In-Store,,2026-04-01,2026,4,Wednesday,Home & Kitchen,3795.18,4852.276,9704.55,7590.36,2114.19
TXN-100883,2026-04-08 12:25:00,STR-110,CUST-5094,PRD-1016,5,15423.32,0.2,61693.28,Credit Card,Mobile App,,2026-04-08,2026,4,Wednesday,Electronics,9089.92,12338.656,61693.28,45449.6,16243.68
TXN-100884,2026-03-08 10:32:00,STR-107,CUST-5086,PRD-1002,5,14966.66,0.05,71091.63,Net Banking,In-Store,,2026-03-08,2026,3,Sunday,Electronics,8341.07,14218.327,71091.63,41705.35,29386.28
TXN-100885,2026-04-21 10:16:00,STR-101,CUST-5080,PRD-1005,3,11505.07,0.2,27612.17,UPI,In-Store,,2026-04-21,2026,4,Tuesday,Clothing,7063.93,9204.056,27612.17,21191.79,6420.38
TXN-100886,2026-04-21 12:57:00,STR-114,CUST-5067,PRD-1031,3,23868.44,0.1,64444.79,Cash,Online,,2026-04-21,2026,4,Tuesday,Electronics,17935.85,21481.595999999998,64444.79,53807.55,10637.24
TXN-100887,2026-02-12 13:47:00,STR-107,CUST-5195,PRD-1033,3,21120.74,0.15,53857.89,Credit Card,Mobile App,,2026-02-12,2026,2,Thursday,Home & Kitchen,14082.52,17952.629,53857.89,42247.56,11610.33
TXN-100888,2026-02-18 10:03:00,STR-103,CUST-5046,PRD-1042,4,10274.71,0.0,41098.84,UPI,Online,,2026-02-18,2026,2,Wednesday,Home & Kitchen,7238.41,10274.71,41098.84,28953.64,12145.2
TXN-100889,2026-04-22 09:57:00,STR-114,CUST-5126,PRD-1016,2,15423.32,0.15,26219.64,UPI,Online,,2026-04-22,2026,4,Wednesday,Electronics,9089.92,13109.822,26219.64,18179.84,8039.8
TXN-100890,2026-04-28 15:07:00,STR-113,CUST-5184,PRD-1022,5,6988.83,0.15,29702.53,Credit Card,In-Store,,2026-04-28,2026,4,Tuesday,Clothing,4240.29,5940.5055,29702.53,21201.45,8501.08
TXN-100891,2026-03-14 10:53:00,STR-102,CUST-5191,PRD-1022,1,6988.83,0.05,6639.39,Cash,Online,,2026-03-14,2026,3,Saturday,Clothing,4240.29,6639.3885,6639.39,4240.29,2399.1
TXN-100892,2026-05-30 08:33:00,STR-112,CUST-5146,PRD-1036,5,22028.56,0.05,104635.66,Credit Card,Online,,2026-05-30,2026,5,Saturday,Home & Kitchen,16329.4,20927.132,104635.66,81647.0,22988.66
TXN-100893,2026-06-23 09:56:00,STR-105,CUST-5006,PRD-1004,2,18042.2,0.15,30671.74,Debit Card,Mobile App,,2026-06-23,2026,6,Tuesday,Clothing,12833.5,15335.87,30671.74,25667.0,5004.74
TXN-100894,2026-04-06 17:59:00,STR-101,CUST-5082,PRD-1043,1,22540.44,0.15,19159.37,Credit Card,In-Store,,2026-04-06,2026,4,Monday,Beauty & Care,14737.88,19159.374,19159.37,14737.88,4421.49
TXN-100895,2026-04-27 18:17:00,STR-109,CUST-5168,PRD-1005,4,11505.07,0.15,39117.24,UPI,Online,,2026-04-27,2026,4,Monday,Clothing,7063.93,9779.3095,39117.24,28255.72,10861.52
TXN-100896,2026-03-25 19:46:00,STR-114,CUST-5145,PRD-1002,5,14966.66,0.15,63608.31,Credit Card,In-Store,,2026-03-25,2026,3,Wednesday,Electronics,8341.07,12721.661,63608.3,41705.35,21902.95
